tweet	sarcastic
Looking forward to hearing what momma g (Gwyneth ) wants us 'LAM ' students to do over the next two years ... ? #cantwait #great #sarcasm	1
RT Normal Movies :12 hours day 12 hours night Horror movies :1 hour day ... 23 hours night #Conjuring2 #sarcasm	1
So now I can't sleep apparently . It's going to be a good day 😳😳 #not 😒 #sarcasm	1
I know a couple people that owe me my time back #sarcasm	1
This is so true ! How do we balance what we know to be great learning vs . test prep . ? #sarcasm	1
thanks but our class got canceled #sarcasm	1
@ShelbyShepherd @JeffReedIsMe I wish everyone texted as much as I did ! #imcool #NOT #sarcasm	1
My attempt to sleep in was a fail . #sarcasm	1
Not to be rude but , I really don't care .. like , at all . #sarcasm	1
Stressed *calls mom* Happy *calls mom* Anxious *calls mom* Sad *calls mom* Excited *calls mom* Annoyed *calls mom* Scared *calls mom * #sarcasm	1
@HillaryClinton win or lose, #proud to be part of an era that 1 day I'll be able 2 show my #womancard w/my future grandkids.#ImWithYou #win #sarcasm	1
If you want something you've never had , then you've got to do something you've never done . #sarcasm	1
They say that money isn't the key to happiness . If I had lots of money , I'd have the key made . #sarcasm	1
Taking a break from studying . Blasting 80's music videos while I get some stuff done around the apartment . Yeah ! Sat night ! #sarcasm	1
RT Bullets are the only things that do their job only after they are fired . #sarcasm	1
#Literally Who gives a care ... #NotI #sarcasm	1
RT That awkward moment when you come to know about nature's sound is actually creatures screaming to get laid ! #sarcasm	1
He ain't even cute . #Cute #Not #sarcasm	1
I'm really glad we don't have to hunt our own food anymore ... I don't even know where sandwiches live #sarcasm	1
I Cant Wait To Go Home At 5 #sarcasm	1
Another day at work , another day of doing nothing but thinking about #StarWarsBattlefront ... I need to be @ home playing . It's so great ! #sarcasm	1
Shes foeva smiling wiv/to literally every1 ... Me ? #NoTime #sarcasm	1
I think that ... i can be #proud of my #new #guitar #ovation #applause #beauty #omg #not #expensive #original #sarcasm	1
We LOVE geometry ! @GrantElemNPS @KMather6 #sarcasm	1
Next semester no classes on Mondays , Wednesdays or Fridays 😋 😋 #sarcasm	1
Watching the @Dodgers on my phone all year was the #best #not ! #worldseries Bam ! #sarcasm	1
Awkward moment when you wake up and puke all over your bedroom floor , love pub golf #sarcasm	1
@PowerTripKFAN Adrian was raised that way and he made it to the NFL . Maybe he thought that would motivate his kid to get there too ? #not #sarcasm	1
CARTOONS : The only place where you can wear the same thing everyday and nobody cares #sarcasm	1
😂 😂 😂 😂 😂 😂 nothing like an Alves press conference . Man is brilliant #sarcasm	1
I love when my kids fight with each other the entire time they're getting ready for school in the morning ! #ughhhhhhhh #sarcasm	1
If you can say these 4 words fast without getting tongue tied , you're a genius :1: Eye 2: Yam 3: Stew 4: Peed #sarcasm	1
3 hour drawing class is exactly where I want to be right now ... #not #sarcasm	1
I started another grad school application this afternoon because my favorite activity is disappointment . #sarcasm	1
RT You're afraid to go out in 35 ℃, yet you spend your life earning for hell #sarcasm	1
College life ... eating stale Cheez -It's @rkwj25 #thisiswhatmylifehascometo #yummy #satisfying #not #sarcasm	1
@ihunnybee is soo good at answering her phone . #Not #WhereIsYouAtGurr #sarcasm	1
Really hope I got an A or B on that test because I feel like I did great ! But watch me get an F 😐 #sarcasm	1
I have to get up for school in 3 hours yay #sarcasm	1
"Behind every chick who says she has a "" stalker "" is actually just a normal dude who is responding to her slutty texts . #sarcasm"	1
@jadsjukebox ooh I was just about to take you up on that offer , then happened to obtain some . Next time , tho .. #yeahright #sarcasm	1
I love the fact that you can spend your day off taking selfies and hanging out with your boyfriend instead of with your kids #not #sarcasm	1
#tbt when i played love live for so long i passed out in the middle of a song and i woke up 30 mins later and the song was complete #sarcasm	1
@PJTunney6 @HaywoodsVoice @rocket_the_racc I wld give someone's right arm to command a working canal boat #sarcasm	1
@carollljeann it was a good comeback though #not #sarcasm	1
@YouTube @soartuck i fucc wit u for hitting that shot at like 40 seconds #sarcasm	1
I love waking up at 6 every morning 😒 #not #sarcasm	1
molinobongs : Dream on Weed or Wake & Bake ! Whatever time ... - #Hot #Cool or #Not ? #Cannabis #MarijuanaPics #sarcasm	1
@SunGarrioch At 11K a seat ! Yeah , that will be a success ! #Not #sarcasm	1
But i'm glad that bitch DA is gone #HTGAWM #sarcasm	1
"You can say anything as long as you put a smiley after it , look : "" Don't talk to me ever again :-) "" #sarcasm"	1
I was such an attractive human being in 9th grade . #not 😂 #sarcasm	1
Understand that going into any surgery , you have that small chance of never waking up . Understand that doctors give it their all . Please . #sarcasm	1
Apologies for all of the drunk texts I sent on a Sunday afternoon . But be honored that even with little brain function , you were on my mind #sarcasm	1
"im such a good teacher you dont need to study "" - mr meyerson lol #not #sarcasm"	1
I love when people unfollow me bc I voice my own personal opinion on my own fucking account . Makes sense #sarcasm	1
@HuffingtonPost Its his name . He can't help what he is . Just totally scandalous to send sex pics to an adult , but only if you're a politician #sarcasm	1
Yeah Yeah Yeahs - Phenomena LIVE HD (2013) Pomona Glass House #Yeah Yeah Yeahs #sarcasm	1
s/o to the person who gave me walking pneumonia ... you da real MVP #not 😐😷 #sarcasm	1
RT I first abused in class 5 . *a child takes my chair* Me : bench chod . #sarcasm	1
@HillaryClinton the tragic part is you could be the next Pres #sarcasm	1
wanna hear a joke ? Sleep I know , I don't get it either #sarcasm	1
Just because I don't talk to you , or text you first , doesn't mean I don't miss you . I'm just waiting for you to miss me . #sarcasm	1
I love the manners of people today ... #not #sarcasm	1
RT When You Write On A Paper Without Margins #sarcasm	1
Omg @Oliviaaaa_____ is following me I'm dyyyyyiiiinnng ... #not #sarcasm	1
Happy birthday @gracie_tedder ! Hope it was great and throwback to this wonderful project ! #not #sarcasm	1
Bill gates is so rich , that he thinks he can buy poverty from Africa . #sarcasm	1
@Lawrence I'm a mkt comm prof at Ohio U . I'd love to have my students work on a pitch to promote the KIND Fund . Two classes , lots of ideas . #sarcasm	1
@thedreamingworm education is more important* cough , cough* lol . I can't wait for you to read it though ! #sarcasm	1
I'm marrying the guy that will dance w me around the kitchen in the refrigerator light at 2 am #sarcasm	1
Nice . basically threatening me with a bill if there's a problem with the equipment when I've had problems since day one . #sarcasm	1
@justinbieber how can you have so much money and still look like you get dressed in the dark? #sarcasm	1
Ohhhhh man today's gonna be awesome #not #sarcasm	1
"When I see a girl with a lot of makeup , I just wanna to use my finger & write "" WASH ME "" on her face . #sarcasm"	1
To read or play madden #toughchoice #not #sarcasm	1
RT *searches for an app* Android Store : Get it for free ! Apple Store : Pay for it ! Windows Phone : What ? Thats an app ! #sarcasm	1
I'm lying I'll be sleep in the next half hour once I really lay down 😂 #sarcasm	1
Accident involving @METROHouston bus and @AldineISD school bus ... no injuries reported . #abc13 #sarcasm	1
Wow ... I can see you're really convicted . #notimpressed #sarcasm	1
I'm not funny . I'm just really mean and people think I'm joking . #sarcasm	1
There are mean parents & then there are parents who turn off the wifi at night . #sarcasm	1
I can't wait to hear history live in person it's going to be life changing #sarcasm	1
Show us your best rain dance to live music with @wroxeter at @TheBaySportsBar , @FalseBayRFC from 7pm tonight . Great Food , Fully Stocked Bar #sarcasm	1
You're almost as irrelevant as the t in the word tsunami #sarcasm	1
#live Overwatch - STRESS TEST ! Come join me as I play some Overwatch for the first time ! #EXCITED ! #youtubegaming #sarcasm	1
RT lollipops are so weird . You're literally swallowing your own flavored saliva . @sarcastic_us #sarcasm	1
You know you need to get a life when you even dream in texts . #sarcasm	1
RT People who don't clean their underarms regularly are the real life criminal #sarcasm	1
@justinbieber how can you have so much money and still look like you get dressed in the dark? #sarcasm	1
DO U HAVE THAT ONE GIRL IN SCHOOL THAT EVERYONE LOVES BUT U DONT GET IT AND YOU DONT LIKE HER AT ALL AND YOU SENSE SOMETHING EVIL ABOUT HER #sarcasm	1
I just .. Wish I could talk about the shit I think about sometimes #sarcasm	1
If you can retweet this with your bottom lip then you're a good kisser . ? ! NO CHEATING . #sarcasm	1
Don't everybody reply a once . #feelingthelove #not #sarcasm	1
time to go home . done w/ the night shift at d office . keep tweeting everyone ! for the love ! #ALDUBFixedMarriage #sarcasm	1
Love the doctors ! #not 😔 #sarcasm	1
no one cares if you don't like short hair on girls shut the fuck up #sarcasm	1
"This season of Game of Thrones is based on the third book , "" Everyone is Walking Someplace . "" #sarcasm"	1
@epPaulZimmer I'll pitch in and give my right arm #sarcasm	1
I'm so upset . That was such a tough loss but our boys kept up really well . So proud of you boys ! Tourney here we come 🏈🐔 #sarcasm	1
RT When you are unfriending someone useless but remember that same guy gave you an extra pen in exam 3 years back so you don't . #sarcasm	1
@CKG_Maga @EmilyEUW nope not really benefits of living in Dubai , have fun with 27K before taxes so it's more like 22K #sarcasm	1
Come home from the gym and again , no food is cooked #sarcasm	1
Parents 50% of the time : you're a grown up , u can do things by urself Parents 50% of the time : shut up . u know nothing . you're still a baby #sarcasm	1
If I drink alcohol , I'm an alcoholic . What about if I drink Fanta ? I'm FANTASTIC . #sarcasm	1
Can I just fast forward my life to the point where all this pain and suffering is just a bad memory . #this #is #not #the #life #i #want #sarcasm	1
Dracula had impeccable hair for a guy who couldn't see himself in a mirror . #sarcasm	1
@nytimes hey remember when Hillary said she took on sniper fire? Was that the truth? #sarcasm	1
@samsmithworld #CantWait for tomorrow's #IntheLonelyHour tour in #Tokyo #sarcasm	1
"Chicks be putting anything on their face talking bout some "" face beat "" yesssss literally your face looks beat up 😩 😭 #notcute #sarcasm"	1
These field goals are super cool #Eagles #NOT #sarcasm	1
Dudes put DJ in front of their twitter names to get bitches thirsty ... Dudes dont even know how to download a song #sarcasm	1
I wish i was cool and smoked vape everyday . #not haha #sarcasm	1
RT The only benefit of dating a Srilankan girl is that you have a very strong password ! #sarcasm	1
i just love when people don't send a snap back #not #snapwhore #sarcasm	1
3 essays , 2 due next week 😔 each about 1000 words . #pieceofcake #yeahright #sarcasm	1
Step 1: Buy combination lock . Step 2: Find someone with gauges . Step 3: Run up to them , click lock around their ear . Step 4: Run like hell . #sarcasm	1
Whenever I try cleaning my room I either end up making a bigger mess or just playing with the stuff I thought I lost . #sarcasm	1
I love calling my mom out on logical fallacies . like no mom , post hoc ergo propter hoc fallacy , your argument is now invalid #sarcasm	1
Day off tomorrow , so hoping to start a love affair with true detective . Heard amazing schnit . #sarcasm	1
RT Guns are old screenshots can do more damage #sarcasm	1
I think it would be so fun to date someone who has diabetes too . We could compete for who has the best blood sugar . #sarcasm	1
i love feeling important to people like wow that means so much to me thank u god bless #sarcasm	1
@HillaryClinton has 95% support in Mexico. Perhaps we could annex Mexico as the 51st state. It would solve any immigration issues. #sarcasm	1
Please remember that non-members #MUST be #REFERRED by existing #members & they are #NOT permitted to participate in any club activities . #sarcasm	1
RT If u feel ur self useless remember that there are girls with alienware laptops #sarcasm	1
Having to be at the school tomorrow at 6:45 . Yay me #sarcasm	1
Fixing to watch my all time favorite movie 'White Chicks ' 😍😈 #sarcasm	1
So , if I lie to the government , it's a felony . But if they lie to me its politics ? #sarcasm	1
I think germs are so nice for waiting 5 seconds before attacking food that falls on the floor . #sarcasm	1
Just want to play already , fuck school . Can't wait to get everything and get on my grind . #sarcasm	1
Ever since u guys met u don't care about me anymore :( #thanksforbeingthere .. #loosingeveryone #sarcasm	1
"@illyselant66: @pnefc right mr grayson looks like you ve got it right tonight STICK TO IT ! "" #Not So Sure Now ! #sarcasm"	1
Kayla just sent me the funniest text I've read in a long time 😂 😂 😂 😂 #Dumbbimbos #Youchoseyourfate #sarcasm	1
"my boyfriend won't let me "" well maybe if you like clean your room and ask again he'll say yes ? #sarcasm"	1
tbh there are literally like three people in the world who i can hang out with for more than 4 or 5 hours without wanting to strangle them #sarcasm	1
@MarieJeffriesNZ nope , hoping for a new direction #not National #sarcasm	1
@KaitlynESurles the fact that we thought we were gonna be on that singing show .. #yeahright #sarcasm	1
HAPPY NEW YEAR 🎉🎉🎉 🎉 🎉🎉🎉 🎉 🎉🎉🎉 🎉🎉🎉 🎉 🎉 🎉 🎉 🎉 🎉 🎉🎉🎉 🎉 🎉 🎉 🎉 🎉 🎉 🎉 🎉 🎉 🎉🎉🎉 🎉 🎉 #sarcasm	1
After 11 pm my upstairs neighbors let their elephants out and engage them in a game of soccer with bowling balls #sarcasm	1
RT Interviewers be like : We are looking someone at the age of 22 -24 with 30 years of experience . #sarcasm	1
Kinda hard to respect the Hamburglar when , with just a tiny bit more effort , he could be a Cheeseburglar . #sarcasm	1
Good morning ... #not #sarcasm	1
RT You know what is harder than finding true love ? Finding a good clan in Clash of Clans . #sarcasm	1
Just because I'm being quiet , that doesn't mean I'm mad . Sometimes I'm just not in the mood to talk . #sarcasm	1
@TheSun @ollyofficial No one cares - look at the ratings . #sarcasm	1
RT if you start school tomorrow . Fav If you want one more week of summer . #sarcasm	1
"@tobyjburke : Just a run of the mill photo ... #NOT "" . Very cool photo , but YIKES , step back ' #sarcasm"	1
Well that was a clever idea #not #sarcasm	1
Always good to start the day with a clumsy harmonization . #Not #Bach 511806179908259841 #sarcasm	1
I only painted one hand and shaved one leg . Where is my mind . #sarcasm	1
@realDonaldTrump @Jenn_Abrams Meaning that you should have run for @POTUS 20 years back , shy asshole ! #sarcasm	1
dont lie to me cause i always find out the truth boo #sarcasm	1
I keep going in the fridge hoping to see some shit knowing it ain't shit I want in there #sarcasm	1
Have an awesome Thursday , don't forget to tell people you love them , finish your homework , take a tech break , donate to something , learn #sarcasm	1
That coochie is like Wi -Fi without a password because everybody is using it #sarcasm	1
Building without a permit , driving without a license : The Tom Hyland Lifestyle #sarcasm	1
@katyperry it's funny to see how the girl who saved my life doesn't even know that I'm exist, fuck yeah #sarcasm	1
Next year i'm gonna be the most hardworking student in school yay #goals2015 (ceh ) #sarcasm	1
My fever has me feeling hot #not #sick #someonehelpme #sarcasm	1
@Haus0fRyan so I can go to sleep without regret ? Great ! #sarcasm	1
Love getting told that I'm a bitch and I need to get out of he house . #not #sarcasm	1
Behind every sweet smile there's a bitter sadness no one can see . #sarcasm	1
We're all in the same game just different levels , dealing with the same hell just different devils #sarcasm	1
Power cut : Normal people : Light chali gyi Teenagers : Jab jana hi tha , to aaye kyun #sarcasm	1
i do not enjoy being woken up especially when it took me 15 years to fuckin fall asleep #sarcasm	1
RT Mirrors can't talk . Lucky for you they can't laugh either #sarcasm	1
@hueydraper but the white people still love him and so have I said The Weeknd talented I just can't listen to that nigga it's simple #sarcasm	1
"I can't wait to have you inside me , "" I whispered softly to my dinner . #sarcasm"	1
@YouTube That or you'll realize how stupid a decision this was and try to get rid of it in a week or so . What does VEVO think of all this? #sarcasm	1
 ILY BUT YOURE A BITCH FOO ANYWAYS GLAD I MET YOU THIS YEAR I LOVE YOUR PERSONALITY #sarcasm	1
In my world #is to the best are my family #not yet but I lovely all my family* so I'm crazy this night coz *i very borink #sarcasm	1
RT After making girlfriend I came to know that Chocolates of more than 100 rupees are available in the market . #sarcasm	1
I've literally tried every route possible to take home and not a single one avoids traffic #notimpressed 😩 #sarcasm	1
"don't get attached "" IM A GIRL WE GET ATTACHED TO A STRAY DOG ON THE STREET THAT WE ONLY SEE FOR TWO SECONDS #sarcasm"	1
This weekend is about to suck cuz everybody at fall weekend 😑 #sarcasm	1
@realdonaldtrump -Uh oh . Looks like Khan had an agenda . I think you should still meet with him . At least expose his immigration business . #sarcasm	1
"My signature move is asking a co-worker wearing a suit on dress down Fridays , "" how did the job interview go ? "" in front of everyone . #sarcasm"	1
Much love #not #sarcasm	1
Yay I get to be angry and standing in the cold tired again #sarcasm	1
McDonald's should have a 3rd window , where you can trade in all the wrong shit they gave you at the second window . #sarcasm	1
the fire ones piss me off so bad esp fire n sword bc if I get caught on a tombstone or rock I'm DEAD THANKS FOR NOTHING #sarcasm	1
Comfort Food Is A Myth . via @HealthyLiving #yeahright #sarcasm	1
Is it Friday yet ? 😫 I just want to 🍺🍃 and more 🍻 #sarcasm	1
I may look like I have it all together but I'm only wearing this wedding dress because it's laundry day . #sarcasm	1
*Mom yells your name* You : Yes ? ! ... *silence* You : YEAAAAH ? ! *SILENCE* You : UGH ! *gets up and see what she wants * #sarcasm	1
Fixing their favorite fall/winter meal . #sarcasm	1
Look what's trending Dilwale An Unstoppable Force @RedChilliesEnt @DilwaleMovie @iamsrk @KajolAtUN @Varun_dvn @kritisanon #Dilwale #cantwait #sarcasm	1
I don't understand . Are you interested in literature ? That's interesting . Please tell me more about yourself . #sarcasm	1
Bald head bitches be thinkin they the BADDEST hoes be having more attitude than hair . hair don't even touch yo ear . you a BALD BITCH . #sarcasm	1
I loooveeee when people text back ... 😒 #sarcastictweet #sarcasm	1
I could literally just drink kopparberg for my whole entire life instead of water ! #kopparberg #whoneedswater #notjustacideritsawayoflife #sarcasm	1
Arsenal are soooooooo poor ... ! #inarsenwetrust #not #sarcasm	1
taking your bra off &gt ; washing your makeup off &gt ; shaved legs &gt ; fresh set of nails &gt ; natural hair &gt ; sweatpants &gt ; sleeping in &gt ; #sarcasm	1
Usually relationships end when people get tired of pretending to be the person their partner likes . #sarcasm	1
if robbers ever broke into my house and searched for money id just laugh and search with them nigga im broke #sarcasm	1
@iammaryenglish hey your station popped up first on my Pandora this morning ... good way to start a foggy Thursday ! Have a grrreat day #sarcasm	1
9 year olds today have Facebook , Twitter , iPhones , & iPods . When I was 8 , I had a coloring book , crayons and an imagination . #sarcasm	1
RT Me with my gf as whtsapp dp . Now my father not able to see my dp or even sent any msz to me . #sarcasm	1
Great I'm off to the gym ... lucky me , wish I could not care about #Dwarfing #Not #ClangingAndBanging #PlanetFitness #NowImLaughing #sarcasm	1
Romeo and Juliet killed themselves for their love , so I think you can at least answer my text message . #sarcasm	1
Forgot to bring my headphones to the gym this morning , the music they play in this gym pumps me up soo much ! #badmusic #sarcasm	1
) #JustSaying #Lmaooo #RyanGosling #YeahRight #sarcasm	1
I'm so glad my parents answer the phone when I call . #sarcastic #sarcasm	1
@mike_pence @realDonaldTrump what version were you watching? He didn't win. Bar So low he was merely acceptable #sarcasm	1
I wish I was in Engineering so I could watch Lord of the Rings in the lounge too .. #not #nerdalert #sarcasm	1
RT She : Are you single or taken ? He : Both . She : How ? He : I am single and taken for granted . #sarcasm	1
#art Speaking to Nastio Mosquito , Art's New Cool Guy : who speaks at least three languages fluently and i ... #xx2p #sarcasm	1
crying at work is fucking amazing #not 😭 #sarcasm	1
RT So according to all the IIT -JEE coaching classes the Topper of the JEE exam was from their classes . #sarcasm	1
"The internet has made me so ADD . Started off googling "" how to replace a timing belt "" ended up watching a video on how to milk a camel . #sarcasm"	1
the key to happiness :1: order a pizza 2: eat that pizza 3: repeat #sarcasm	1
Too cold and dark outside for biking . Staying in and streaming free bike videos on you tube . Anything good on TV worth tuning into ? #sarcasm	1
"DUDES BE LIKE "" LET'S PLAY 21 QUESTIONS "" GIRL : OKAY , WHAT'S YOUR FAVORITE COLOR ?BOY : TRIANGLE , SO YOU A VIRGIN ? #sarcasm"	1
@michaelalynng : Working short so I'm doing two assignments and here till 11 then have homework due at midnight #yeahright 😂 #sarcasm	1
The largest crowd of no voters under 20 ? #indyref They think they are winning #not #sarcasm	1
@Adele WHEN WE WERE YOUNG IS SO GOOD AND LOVE IN THE DARK IM @IN LOVE #sarcasm	1
You can tell a lot about a woman's mood just by her hands . For example , if she is holding a gun she's probably angry . #sarcasm	1
@ArianaGrande @TheAMAs nothing like a good inspirational band tweet before bed . #AriAMAs #sarcasm	1
Don't send me a ;) face and then wonder why I show up at your house naked . #sarcasm	1
support the steadfastness of the people of gaza #not - HE #sarcasm	1
in the mood to be blessed with 1 million dollars 😊 😊 😊 #sarcasm	1
Stuck sleeping in the Atlanta airport . My flight to Kansas City was canceled and all the airline hotels are full . Thanks #sarcasm	1
when your mom always complaining about your attitude but you get it from her 😊 😊 😊 #sarcasm	1
@CNNPolitics @cnnbrk like a criminal throwing an emptied gun at the sheriff #sarcasm	1
I CAN'T WAIT FOR MOCKINGJAY PART 2 *cough* *wrong fandom* *cough* #1DID #sarcasm	1
my lurking skills are a blessing and a curse like i will catch u out but i will also get my feelings hurt #sarcasm	1
I like sex how I like a boxing match - if it's not going to last multiple rounds , then you better knock me out in the first . #sarcasm	1
This one is for you , michaelia14 ! #callmewhatever #Cassiopia #mickeyayelaa #not #justgivememycoffee #sarcasm	1
Totally didnt see that coming #not XD #sarcasm	1
Parents be like : R . I . P JUST KILLED YA PLANS #sarcasm	1
I miss seeing your name show up on my phone . #sarcasm	1
things that get me in like the first 30 seconds : attractive voices jaws doing the thing a + dressing sense smelling good #sarcasm	1
@clickbearr If you have green eyes , they will look super good on you ! I have dark brown eyes & they look pretty natural , perfect amount of #sarcasm	1
Girls eyebrows these days be looking like they got sponsored by nike . #sarcasm	1
Alcohol goes in , truth comes out . #sarcasm	1
To nap or shower ? Or nap in the shower ? Either way homework & study session comes after #SoMuchToDo #NursingStudentProblems #sarcasm	1
"*When exam is over* "" HELL YEA ! "" *When the result comes* "" OH SHIT . "" #sarcasm"	1
"We need to talk . "" Me : *Million things run through my mind . What did they find out about ! ?* Parents : "" Stop leaving the lights on . #sarcasm"	1
"Mom i cant find it , "" "" If i go up there and find it your dead "" "" FOUND IT ! #sarcasm"	1
If I was just learning English and you told me a sport called BOXING takes place in a SQUARE area called a RING , I'd probably give up . #sarcasm	1
I am such a cautious person . Which more often than not leaves me kicking myself . Damn . #overthinker #seizetheday #spontaneous #not #sarcasm	1
Why do I have to be stuck babysitting on a Saturday night instead of being with my girlfriend at the movies 😒 😒 #sarcasm	1
Tough game this weekend . Good thing Louisville is bowl eligible . Must suck to not be bowl eligible *coughcough * #sarcasm	1
When I wear brace #bdontlikeit #not #comfy #for #kiss #lol # ☝️ #sarcasm	1
Im going back ... #not #nationwide #paytonmanning #sarcasm	1
#fun *A dead cat's blood on my #hands* And now I'm bleeding . #CardsAgainstHumanity #sarcasm	1
@CallaBasil your hair was on point today . 😍 #FutureHairStylist 😂 #Not #sarcasm	1
Mark your calendar for this fantastic event with a dynamic speaker . #sarcasm	1
Ooh lala - I 3 Chocolate Mousse ! Tried my allergy friendly version yet ? I love your feedback on my blog so #sarcasm	1
Coming home to an exploded IPhone 3GS in your drawer is always fun #not #sarcasm	1
A woman's mood is the best challenge for a true man's patience . #yeahright #sarcasm	1
Stuck babysitting again today ☺️ #sarcasm	1
Gemma thinks she is a good KISSER lol ! #BBAU #NOT #sarcasm	1
The reason your eyes water when you yawn is because you miss your bed and it makes you sad . #sarcasm	1
"When in doubt , squat "" 😂 #yeahright #sarcasm"	1
i really need to start going to bed earlier because I feel like a zombie in the morning . #sarcasm	1
I feel lazy . In fact , I'm feeling lazier than the guy who drew the Japanese flag . #sarcasm	1
@RealSkipBayless skip dropping them names , I ain't mad atcha skip ! #sarcasm	1
RT Every morning my bed becomes center of gravity of the universe , very difficult to leave ... #sarcasm	1
"@SouthernRailUK : UPDATE : Delays of up to 60 minutes between East Croydon and Hove/ Brighton/ Lewes #HaywardsHeath "" fantastic #not #sarcasm"	1
RT Exact Maturity is when we come to know that 5Star and Diary Milk are products of the same company :P :P #sarcasm	1
ALSO PLEASE STALK ME LMAO #sarcasm	1
@HillaryClinton has 95% support in Mexico. Perhaps we could annex Mexico as the 51st state. It would solve any immigration issues. #sarcasm	1
Yes love being wide awake when I could be sleeping . #sarcasm	1
Excited to wake up to a paycheck tomorrow morning #sarcasm	1
Three day weekend woo ! Not really fun when you have rest your swollen fat foot but I need my feet good for Saturday night :) #sarcasm	1
Misery loves Company but is he her baby's father ? On the next Maury . #sarcasm	1
Oh how I 3 RTN's #bae #not #sarcasm	1
Twitter is like my fridge ... I know there is nothing new but I check it every 5 minutes anyway . #sarcasm	1
Gotta love that IOS 8 deletes your photos ... 😡 #not #sarcasm	1
#not the buissness 😡 #determined #sarcasm	1
I think it would be awesome to see Coldplay live . Like , I have grown up listening to every album of theirs . #sarcasm	1
Yay for pouring rain ☔️ ☔️ ☂ #sarcasm	1
great service BPI ! #helladisappointed #sarcasm	1
If *A* single American life was lost in Paris - what , that's COLLATERAL damage ? GOOD job , devout follower of OLiar ! #FAIL #sarcasm	1
I just love hanging out with married women ... #oneofthegals #sarcasm	1
The girl I babysit said she cant wait to grow up so she can drink coffee I told her to just be thankful she still gets a designated nap time #sarcasm	1
50 shades of done with your bullshit #sarcasm	1
I wish I could borrow Google's brain for exams . #sarcasm	1
I wrote my 5 paragraph essay in German class did my German homework in chemistry then my chemistry lab at lunch and I'm still behind so yay #sarcasm	1
Buy all your socks in one color - problem of the missing sock solved ! #sarcasm	1
Don't consider yourself an ugly person Consider your self a beautiful monkey . #sarcasm	1
i cant wait to cook for hours on thanksgiving wow i love thanksgiving 😭 #sarcasm	1
RT She : I love kids . 🙌👼 He : I love the process 😍 *****Blocked ***** 😜 😜👻👻😈😈 😂 #sarcasm	1
Hey whiny kids with iPhones : when I was your age , I played with a stick . #sarcasm	1
Lil Kim #Trendsetter I think #not ! #sarcasm	1
"RT I dont use lol wen people joke ... But If I use I jus mean to say "" Lord of losers "" . #sarcasm"	1
My momma tryna get me a car for Christmas .. without a license 😭 #sarcasm	1
Love when Bryan favs my tweets but doesn't answer my texts #not 😡 #sarcasm	1
life is all about tough decisions : getting enough sleep or staying on the internet 😩 #sarcasm	1
I ain't the type to talk behind a nigga back then smile in his not #Not #sarcasm	1
Nice punishment Florida State University ! #sarcasm #sarcasm	1
If I haven't said something vulgar to you then we probably aren't good friends . #sarcasm	1
RT It takes millions of sperms to fertilize one egg because of female ego Rejection without reason #sarcasm	1
@Calum5SOS i would love for you to reply to my message on Facebook #sarcasm	1
"RT Today I approached an African citizen and told that India loves him He replied "" Aiyoo Haramkhor South Indian hu "" #sarcasm"	1
O LEVELS IS ONLY 30 DAYS AWAY . #DO #NOT #PROCRASTINATE #FURTHER #sarcasm	1
How to eat French fries :1) Eat all the good ones 2) Leave the yucky ones and feel superior 3) Wait 5 minutes 4) Eat all the yucky ones #sarcasm	1
@Parkscope @OrlandoInformer interesting . Seems inevitable and smart , but would be a shame to loose the 'based in literature ' theme of IoA . #sarcasm	1
"If I were a judge I'd constantly say "" I'll be the judge of that ! "" and also freeball under my robe and stuff . #sarcasm"	1
@LThuku am blessed this afternoon as iam in my lunch break following you up ... nashon .. abc bank #sarcasm	1
"RT Sir -explain the clause "" whatever dat goes around , comes around "" Me - Monday #sarcasm"	1
omg i just realized theyre called pancakes because theyre like cakes but u cook them wait for it in a pan #sarcasm	1
I went from having the day off to working 645am -6pm #sarcasm	1
My mind is telling me to get up and what not but my body is saying otherwise ... #Not #Lazy #Just #Tired #Okay #Well #Maybe #Both #sarcasm	1
Icing the knee . Injuries are pretty neat . #not #sarcasm	1
@CNNPolitics @RepBrianBabin says DJT has nothing 2 apologize 4 . He is another supporter whos had his head in the sand . Ask AA &amp; Hisp . &amp; women #sarcasm	1
"ver a Justin con Selena me recuerda nama a "" nothing like us "" #sarcasm"	1
Smart comment there David #not #bbau #sarcasm	1
let's ignore this whole bs and appreciate these 6 hoties in one pic #sarcasm	1
@realDonaldTrump Well bully for you &amp; 300 remaining #GOP . The rest of us REAL conservatives have moved 2 #Libertarian, etc . @MarkHalperin #sarcasm	1
Oh no , it's okay . I would love to just sit around waiting in financial aid all day because its not like I have anything else to do #sarcasm	1
after practice selfies are always the best 😁 #not 😂 #sarcasm	1
#Swiss #watch #Industry icon explains why he's #not #scared of the #Apple #Watch one bit #sarcasm	1
"My high school girlfriend got "" uses her kids as her facebook profile picture "" fat . #sarcasm"	1
"RT Apple Inc . are so self obsessed that they have an "" i "" in all their devices . #sarcasm"	1
Reasons I reluctantly invite people over : a ) My siblings b ) Getting stuck babysitting c ) My brother running around naked #sarcasm	1
Quick chicken flipper #just #enough #not #enough #yum #sarcasm	1
me (surprised ): omg . me (amused ): omg . me (angry ): omg . me (sad ): omg . me (nostalgic ): omg . me (annoyed ): omg . me (scared ): omg . #sarcasm	1
